key,angle_degrees,psnr,ssim,model_inference_ms
002720,0,21.403201430986883,0.7734799863440073,34.71309999804362
002743,0,19.541659697079766,0.6032480552228819,32.29719999944791
002750,0,25.315907291566027,0.6950743387447595,35.16490000038175
002757,0,23.15970199465245,0.3494679785065772,34.30909999951837
002769,0,24.253364461785107,0.4692819206408837,36.032100000738865
002775,0,26.959641958340683,0.7985165434913263,33.93970000252011
002778,0,22.37353814346037,0.7687985972025935,35.24860000106855
002781,0,23.785884422444802,0.7782234978163243,29.57099999912316
002782,0,23.996950720030025,0.7835716580276787,30.648200001451187
002798,0,29.3014321450472,0.5263765109045505,42.458500000066124
002804,0,27.272206799203044,0.745061358084239,30.120700001134537
002811,0,29.34892209043428,0.7001136914070248,33.2780000026105
002817,0,29.89978018383807,0.744618601023905,34.832399996957975
002827,0,22.983369905624762,0.5734272296782319,30.37870000116527
002828,0,35.182088905600324,0.9477032762134076,39.356400000542635
002836,0,31.761702526892392,0.9458336366739273,33.81789999912144
002838,0,35.984231193931635,0.938970687271595,35.41920000134269
002839,0,34.90314214404088,0.929744436717987,32.4231000013242
002845,0,28.878413936246673,0.7647742328761518,34.563600002002204
002846,0,28.407331485215757,0.7548625230682241,33.430899999075336
002847,0,30.544996391820476,0.79011216037336,40.69320000053267
002857,0,37.00531740026863,0.8968789407339096,34.01110000049812
002859,0,36.83619029502618,0.8886759213690758,34.48310000021593
002863,0,25.139222962923995,0.7937776048144258,33.80440000182716
002864,0,27.244644797434887,0.7822639811062105,39.269299999432405
002865,0,29.024601287514212,0.794271642377019,34.27250000095228
002869,0,34.186455092411464,0.8308393700457085,36.859300002106465
002882,0,28.93162388543427,0.8321697775314822,34.64900000108173
002894,0,32.550847244240835,0.7673545897858143,35.76489999977639
002900,0,23.71727069561085,0.8123096534075066,33.4558000031393
002921,0,28.898145800990616,0.7621454609123915,34.6374000000651
002925,0,22.19898551046343,0.25176363683682307,35.896499997761566
002926,0,21.179294309269217,0.25545422514763105,34.880200000770856
002930,0,21.555667669863393,0.5303506663942779,30.99350000047707
002936,0,31.70991764787951,0.8985896893306374,36.0450000007404
002942,0,26.807060702988686,0.6353703597954213,34.73460000168416
002943,0,26.818047425283602,0.6198681411170065,34.43229999902542
002958,0,26.872926648476398,0.7090206240806924,34.75089999847114
002967,0,28.170687413595218,0.8564089694309681,31.82079999896814
002983,0,10.65063788968965,0.2927628180778724,34.64899999744375
002998,0,29.84157780171495,0.7104774128513485,34.18990000136546
002999,0,31.234943480828736,0.7685559964393973,35.37750000032247
003007,0,24.018208467757617,0.7894898839181363,33.52630000154022
003010,0,25.79807602432973,0.5501864631279381,34.47070000038366
003021,0,24.330962492809416,0.8256642462736368,33.070500001485925
003027,0,28.591154872273613,0.6023185781610515,35.43509999872185
003043,0,25.843240081224078,0.8630293602387998,33.73250000004191
003047,0,30.825207782056086,0.629104746489048,34.4866000014008
003063,0,31.019263887176216,0.9201208538475036,33.16869999980554
003065,0,28.315007050742413,0.8525966863371134,34.72020000117482
003068,0,26.72846917038139,0.8350715476262942,33.107299997936934
